vendor_id,dropoff_datetime,rate_code,passenger_count,trip_distance,payment_type,fare_amount,extra,tip_amount,tolls_amount,imp_surcharge,total_amount
1,2017-01-01 00:04:05+00:00,JFK,1,21.3,Credit Card,52.0,0.0,7.0,5.54,0.3,65.34
2,2017-01-01 00:04:04+00:00,Standard rate,1,3.97,Credit Card,13.5,0.5,2.96,0.0,0.3,17.76
2,2017-01-01 00:04:04+00:00,Standard rate,1,19.13,Cash,58.0,0.5,0.0,0.0,0.3,59.3
2,2017-01-01 00:04:04+00:00,Standard rate,3,3.07,Cash,11.5,0.5,0.0,0.0,0.3,12.8
1,2017-01-01 00:04:04+00:00,Standard rate,1,2.7,Credit Card,12.5,0.5,2.75,0.0,0.3,16.55
1,2017-01-01 00:04:04+00:00,Standard rate,1,1.0,Cash,6.0,0.5,0.0,0.0,0.3,7.3
2,2017-01-01 00:04:02+00:00,Standard rate,1,8.84,Credit Card,27.0,0.5,9.08,8.0,0.3,45.38
1,2017-01-01 00:04:01+00:00,Standard rate,1,6.3,Cash,22.5,0.5,0.0,0.0,0.3,23.8
1,2017-01-01 00:04:01+00:00,Standard rate,1,0.7,Credit Card,5.5,0.5,2.0,0.0,0.3,8.8
2,2017-01-01 00:04:01+00:00,Standard rate,1,0.81,Cash,6.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-01 00:04:01+00:00,Standard rate,1,11.0,Cash,33.0,0.5,0.0,0.0,0.3,34.3
2,2017-01-01 00:04:01+00:00,Standard rate,1,2.7,Credit Card,14.5,0.5,3.16,0.0,0.3,18.96
2,2017-01-01 00:04:01+00:00,Standard rate,3,0.85,Cash,6.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-01 00:04:00+00:00,Standard rate,1,6.3,Cash,19.5,0.5,0.0,0.0,0.3,20.8
2,2017-01-01 00:04:00+00:00,Standard rate,1,9.01,Cash,25.5,0.5,0.0,0.0,0.3,26.8
2,2017-01-01 00:03:59+00:00,Standard rate,1,8.17,Credit Card,25.5,0.5,8.04,0.0,0.3,34.84
2,2017-01-01 00:03:59+00:00,Standard rate,1,4.76,Credit Card,18.5,0.5,1.0,0.0,0.3,20.8
2,2017-01-01 00:03:59+00:00,Standard rate,3,1.11,Credit Card,6.5,0.5,0.0,0.0,0.3,7.8
2,2017-01-01 00:03:58+00:00,Standard rate,2,3.77,Credit Card,15.0,0.5,3.26,0.0,0.3,19.56
1,2017-01-01 00:03:57+00:00,Standard rate,1,4.7,Cash,16.5,0.5,0.0,0.0,0.3,17.8
1,2017-01-01 00:03:57+00:00,Negotiated fare,1,0.1,Dispute,0.01,0.0,0.0,0.0,0.3,0.31
1,2017-01-01 00:03:57+00:00,Standard rate,1,1.7,Dispute,9.5,0.5,0.0,0.0,0.3,10.8
2,2017-01-01 00:03:57+00:00,Standard rate,4,1.12,Credit Card,6.0,0.5,1.1,0.0,0.3,8.4
1,2017-01-01 00:03:55+00:00,Standard rate,1,3.2,Cash,12.0,0.5,0.0,0.0,0.3,13.3
2,2017-01-01 00:03:54+00:00,Standard rate,5,0.96,Credit Card,6.5,0.5,0.0,0.0,0.3,7.8
2,2017-01-01 00:03:54+00:00,Standard rate,1,1.91,Cash,9.5,0.5,0.0,0.0,0.3,10.8
2,2017-01-01 00:03:53+00:00,Standard rate,3,1.61,Cash,10.5,0.5,0.0,0.0,0.3,11.8
2,2017-01-01 00:03:53+00:00,Standard rate,1,26.22,Cash,72.0,0.5,0.0,5.54,0.3,78.84
1,2017-01-01 00:03:52+00:00,Standard rate,1,4.7,Cash,15.5,0.5,0.0,0.0,0.3,16.8
1,2017-01-01 00:03:52+00:00,Standard rate,1,2.0,Cash,8.5,0.5,0.0,0.0,0.3,9.8
2,2017-01-01 00:03:50+00:00,Standard rate,5,8.36,Credit Card,25.5,0.5,5.36,0.0,0.3,32.16
2,2017-01-01 00:03:50+00:00,Standard rate,2,1.75,Credit Card,14.5,0.5,3.16,0.0,0.3,18.96
1,2017-01-01 00:03:50+00:00,Standard rate,1,0.7,Cash,5.0,0.5,0.0,0.0,0.3,6.3
1,2017-01-01 00:03:47+00:00,Standard rate,1,5.1,Credit Card,20.0,0.5,2.2,0.0,0.3,23.5
1,2017-01-01 00:03:47+00:00,Standard rate,1,2.1,Credit Card,12.0,0.5,1.5,0.0,0.3,14.8
1,2017-01-01 00:03:46+00:00,Standard rate,1,3.0,Cash,13.5,0.5,0.0,0.0,0.3,14.8
2,2017-01-01 00:03:46+00:00,Standard rate,1,1.6,Cash,8.0,0.5,0.0,0.0,0.3,9.3
1,2017-01-01 00:03:46+00:00,Standard rate,3,3.9,Credit Card,15.0,0.5,0.0,0.0,0.3,16.3
2,2017-01-01 00:03:46+00:00,Standard rate,1,7.68,Cash,23.5,0.5,0.0,0.0,0.3,24.8
1,2017-01-01 00:03:46+00:00,Standard rate,1,3.4,Credit Card,12.0,0.5,3.3,0.0,0.3,16.6
1,2017-01-01 00:03:46+00:00,Standard rate,1,7.6,Credit Card,25.5,0.5,6.45,5.54,0.3,38.79
2,2017-01-01 00:03:45+00:00,Standard rate,4,1.42,Cash,7.0,0.5,0.0,0.0,0.3,8.3
2,2017-01-01 00:03:44+00:00,Standard rate,1,2.16,Cash,8.0,0.5,0.0,0.0,0.3,9.3
2,2017-01-01 00:03:44+00:00,Standard rate,1,9.29,Credit Card,31.5,0.5,6.56,0.0,0.3,39.36
2,2017-01-01 00:03:44+00:00,Standard rate,2,2.45,Credit Card,12.5,0.5,2.76,0.0,0.3,16.56
1,2017-01-01 00:03:43+00:00,Standard rate,1,1.6,Cash,7.0,0.5,0.0,0.0,0.3,8.3
2,2017-01-01 00:03:43+00:00,Standard rate,1,1.13,Cash,6.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-01 00:03:43+00:00,Standard rate,1,1.3,Credit Card,7.0,0.5,1.7,0.0,0.3,10.0
2,2017-01-01 00:03:43+00:00,Standard rate,1,7.14,Credit Card,23.0,0.5,3.0,0.0,0.3,27.3
2,2017-01-01 00:03:43+00:00,Standard rate,1,9.0,Cash,31.0,0.5,0.0,0.0,0.3,32.3
1,2017-01-01 00:03:42+00:00,Standard rate,1,0.9,Credit Card,5.0,0.5,2.0,0.0,0.3,8.3
2,2017-01-01 00:03:42+00:00,Standard rate,3,2.48,Cash,9.5,0.5,0.0,0.0,0.3,10.8
1,2017-01-01 00:03:42+00:00,Standard rate,1,2.7,Cash,10.5,0.5,0.0,0.0,0.3,11.8
1,2017-01-01 00:03:42+00:00,Standard rate,1,2.1,Cash,9.0,0.5,0.0,0.0,0.3,10.3
1,2017-01-01 00:03:42+00:00,Standard rate,1,1.7,Cash,8.5,0.5,0.0,0.0,0.3,9.8
2,2017-01-01 00:03:41+00:00,Standard rate,2,1.68,Cash,8.5,0.5,0.0,0.0,0.3,9.8
2,2017-01-01 00:03:41+00:00,Standard rate,1,3.92,Credit Card,15.5,0.5,3.36,0.0,0.3,20.16
1,2017-01-01 00:03:38+00:00,Standard rate,1,0.7,Credit Card,5.0,0.5,1.25,0.0,0.3,7.55
2,2017-01-01 00:03:35+00:00,Standard rate,1,0.47,Cash,4.5,0.5,0.0,0.0,0.3,5.8
1,2017-01-01 00:03:35+00:00,Standard rate,1,1.4,Cash,7.5,0.5,0.0,0.0,0.3,8.8
2,2017-01-01 00:03:34+00:00,JFK,2,19.75,Credit Card,52.0,0.0,10.56,0.0,0.3,63.36
2,2017-01-01 00:03:34+00:00,Standard rate,1,2.27,Cash,10.0,0.5,0.0,0.0,0.3,11.3
2,2017-01-01 00:03:33+00:00,Standard rate,1,0.32,Cash,4.5,0.5,0.0,0.0,0.3,5.8
2,2017-01-01 00:03:33+00:00,Standard rate,1,1.56,Credit Card,8.0,0.5,0.0,0.0,0.3,9.3
2,2017-01-01 00:03:32+00:00,Standard rate,1,2.68,Cash,10.5,0.5,0.0,0.0,0.3,11.8
1,2017-01-01 00:03:32+00:00,Standard rate,1,4.8,Cash,18.0,0.5,0.0,0.0,0.3,19.3
2,2017-01-01 00:03:32+00:00,Standard rate,2,3.02,Credit Card,12.5,0.5,0.0,0.0,0.3,13.8
1,2017-01-01 00:03:32+00:00,Standard rate,1,3.3,Cash,12.5,0.5,0.0,0.0,0.3,13.8
2,2017-01-01 00:03:31+00:00,Standard rate,1,10.76,Cash,32.0,0.5,0.0,0.0,0.3,33.3
2,2017-01-01 00:03:31+00:00,Standard rate,1,3.3,Cash,12.0,0.5,0.0,0.0,0.3,13.3
2,2017-01-01 00:03:30+00:00,Standard rate,6,6.75,Credit Card,28.0,0.5,5.86,0.0,0.3,37.11
2,2017-01-01 00:03:30+00:00,Standard rate,4,4.33,Credit Card,15.0,0.5,3.26,0.0,0.3,19.56
2,2017-01-01 00:03:30+00:00,Standard rate,1,8.66,Credit Card,25.0,0.5,5.26,0.0,0.3,31.56
1,2017-01-01 00:03:30+00:00,Standard rate,1,2.4,Cash,9.5,0.5,0.0,0.0,0.3,10.8
1,2017-01-01 00:03:29+00:00,Standard rate,1,1.1,Cash,6.5,0.5,0.0,0.0,0.3,7.8
1,2017-01-01 00:03:28+00:00,Standard rate,2,1.2,Cash,5.5,0.5,0.0,0.0,0.3,6.8
2,2017-01-01 00:03:28+00:00,Standard rate,1,2.46,Cash,9.5,0.5,0.0,0.0,0.3,10.8
1,2017-01-01 00:03:28+00:00,Standard rate,1,2.8,Cash,10.5,0.5,0.0,0.0,0.3,11.8
1,2017-01-01 00:03:28+00:00,Standard rate,1,8.9,Credit Card,25.5,0.5,6.0,5.54,0.3,38.34
1,2017-01-01 00:03:27+00:00,Standard rate,1,6.6,Credit Card,20.0,0.5,0.0,5.54,0.3,26.84
2,2017-01-01 00:03:26+00:00,Standard rate,1,3.88,Cash,13.5,0.5,0.0,0.0,0.3,14.8
1,2017-01-01 00:03:26+00:00,Standard rate,1,0.8,Credit Card,8.0,0.5,2.75,0.0,0.3,12.05
2,2017-01-01 00:03:25+00:00,Standard rate,3,1.86,Cash,9.5,0.5,0.0,0.0,0.3,10.8
2,2017-01-01 00:03:25+00:00,Standard rate,5,2.44,Credit Card,10.0,0.5,0.0,0.0,0.3,11.3
2,2017-01-01 00:03:25+00:00,Standard rate,1,1.99,Credit Card,10.5,0.5,2.36,0.0,0.3,14.16
1,2017-01-01 00:03:24+00:00,Standard rate,3,1.0,Credit Card,6.5,0.5,1.55,0.0,0.3,9.35
2,2017-01-01 00:03:23+00:00,Standard rate,1,3.81,Cash,12.5,0.5,0.0,0.0,0.3,13.8
1,2017-01-01 00:03:23+00:00,Standard rate,2,5.0,Credit Card,15.5,0.5,3.35,0.0,0.3,20.15
2,2017-01-01 00:03:22+00:00,Standard rate,1,0.79,Credit Card,5.5,0.5,1.36,0.0,0.3,8.16
2,2017-01-01 00:03:22+00:00,Standard rate,1,5.3,Cash,18.0,0.5,0.0,0.0,0.3,19.3
2,2017-01-01 00:03:21+00:00,Standard rate,4,17.63,Credit Card,48.5,0.5,7.7,0.0,0.3,57.5
2,2017-01-01 00:03:21+00:00,Standard rate,1,10.17,Cash,30.5,0.5,0.0,0.0,0.3,31.8
1,2017-01-01 00:03:21+00:00,Standard rate,2,6.9,Cash,22.5,0.5,0.0,0.0,0.3,23.8
1,2017-01-01 00:03:19+00:00,Standard rate,2,2.6,Cash,11.0,0.5,0.0,0.0,0.3,12.3
1,2017-01-01 00:03:19+00:00,Standard rate,1,5.5,Credit Card,18.5,0.5,3.95,0.0,0.3,23.75
1,2017-01-01 00:03:19+00:00,Standard rate,1,1.9,Credit Card,8.5,0.5,2.45,0.0,0.3,12.25
2,2017-01-01 00:03:18+00:00,Standard rate,1,16.31,Cash,46.0,0.5,0.0,0.0,0.3,47.3
2,2017-01-01 00:03:17+00:00,Standard rate,6,6.56,Credit Card,24.5,0.5,2.58,0.0,0.3,28.38
1,2017-01-01 00:03:16+00:00,Standard rate,1,2.3,Credit Card,11.0,0.5,3.0,0.0,0.3,15.3
2,2017-01-01 00:03:16+00:00,Standard rate,5,1.87,Credit Card,9.0,0.5,2.06,0.0,0.3,12.36
2,2017-01-01 00:03:15+00:00,Standard rate,2,1.38,Credit Card,7.5,0.5,1.0,0.0,0.3,9.8
1,2017-01-01 00:03:15+00:00,Standard rate,2,0.9,Credit Card,6.5,0.5,1.0,0.0,0.3,8.8
2,2017-01-01 00:03:14+00:00,Standard rate,1,0.51,Cash,10.5,0.5,0.0,0.0,0.3,11.8
2,2017-01-01 00:03:14+00:00,Standard rate,1,2.08,Cash,10.0,0.5,0.0,0.0,0.3,11.3
1,2017-01-01 00:03:14+00:00,Standard rate,1,3.3,Cash,13.5,0.5,0.0,0.0,0.3,14.8
1,2017-01-01 00:03:13+00:00,Standard rate,2,5.6,Credit Card,17.5,0.5,3.0,0.0,0.3,21.8
1,2017-01-01 00:03:09+00:00,Standard rate,1,1.2,Credit Card,6.0,0.5,1.45,0.0,0.3,8.75
1,2017-01-01 00:03:09+00:00,Standard rate,1,4.1,Cash,16.0,0.5,0.0,0.0,0.3,17.3
1,2017-01-01 00:03:08+00:00,Standard rate,1,2.8,Credit Card,16.5,0.5,3.55,0.0,0.3,21.35
2,2017-01-01 00:03:08+00:00,Standard rate,1,9.59,Cash,28.5,0.5,0.0,0.0,0.3,29.8
2,2017-01-01 00:03:07+00:00,Standard rate,1,2.85,Credit Card,11.5,0.5,2.56,0.0,0.3,15.36
2,2017-01-01 00:03:06+00:00,Standard rate,1,4.2,Credit Card,17.0,0.5,2.0,0.0,0.3,20.3
1,2017-01-01 00:03:05+00:00,Standard rate,1,5.3,Credit Card,19.0,0.5,2.0,0.0,0.3,22.3
2,2017-01-01 00:03:05+00:00,Standard rate,6,1.02,Credit Card,7.0,0.5,1.66,0.0,0.3,9.96
2,2017-01-01 00:03:05+00:00,Standard rate,3,5.37,Cash,16.0,0.5,0.0,0.0,0.3,17.3
1,2017-01-01 00:03:04+00:00,Standard rate,2,2.3,Cash,10.0,0.5,0.0,0.0,0.3,11.3
2,2017-01-01 00:03:04+00:00,Standard rate,1,1.5,Credit Card,7.0,0.5,2.49,0.0,0.3,10.79
1,2017-01-01 00:03:03+00:00,Standard rate,1,7.6,Cash,22.0,0.5,0.0,0.0,0.3,23.3
1,2017-01-01 00:03:02+00:00,Standard rate,2,2.4,Credit Card,12.0,0.5,2.65,0.0,0.3,15.95
2,2017-01-01 00:03:02+00:00,Standard rate,3,0.84,Cash,6.5,0.5,0.0,0.0,0.3,7.8
1,2017-01-01 00:03:02+00:00,Standard rate,1,3.0,Credit Card,11.5,0.5,3.8,0.0,0.3,16.6
2,2017-01-01 00:03:02+00:00,Standard rate,1,3.18,Cash,16.5,0.5,0.0,0.0,0.3,17.8
1,2017-01-01 00:03:01+00:00,Standard rate,1,6.3,Cash,26.5,0.5,0.0,0.0,0.3,27.8
2,2017-01-01 00:03:01+00:00,Standard rate,1,3.26,Credit Card,14.0,0.5,3.06,0.0,0.3,18.36
1,2017-01-01 00:03:01+00:00,Standard rate,1,4.0,Credit Card,18.0,0.5,4.8,0.0,0.3,24.1
2,2017-01-01 00:03:00+00:00,Standard rate,5,0.24,Cash,5.5,0.5,0.0,0.0,0.3,6.8
2,2017-01-01 00:03:00+00:00,Standard rate,2,2.79,Credit Card,15.5,0.5,0.0,0.0,0.3,16.8
1,2017-01-01 00:02:58+00:00,Standard rate,1,1.8,Cash,7.0,0.5,0.0,0.0,0.3,8.3
1,2017-01-01 00:02:58+00:00,Standard rate,2,4.3,Credit Card,16.0,0.5,3.45,0.0,0.3,20.75
1,2017-01-01 00:02:57+00:00,Standard rate,1,1.0,Credit Card,5.5,0.5,1.0,0.0,0.3,7.8
2,2017-01-01 00:02:56+00:00,Standard rate,1,5.69,Credit Card,18.5,0.5,3.96,0.0,0.3,23.76
1,2017-01-01 00:02:54+00:00,Standard rate,1,0.7,Cash,5.0,0.5,0.0,0.0,0.3,6.3
1,2017-01-01 00:02:54+00:00,Standard rate,4,5.3,Cash,19.5,0.5,0.0,0.0,0.3,20.8
1,2017-01-01 00:02:53+00:00,Standard rate,1,0.5,Credit Card,4.5,0.5,1.15,0.0,0.3,6.95
1,2017-01-01 00:02:53+00:00,Standard rate,1,4.5,Cash,15.0,0.5,0.0,0.0,0.3,16.3
2,2017-01-01 00:02:53+00:00,Standard rate,1,4.38,Credit Card,13.5,0.5,3.7,0.0,0.3,18.5
2,2017-01-01 00:02:52+00:00,Standard rate,1,2.14,Credit Card,9.0,0.5,3.09,0.0,0.3,13.39
2,2017-01-01 00:02:52+00:00,Standard rate,5,1.02,Credit Card,8.0,0.5,0.0,0.0,0.3,9.3
1,2017-01-01 00:02:52+00:00,Standard rate,1,17.5,Cash,56.0,0.5,0.0,0.0,0.3,57.3
1,2017-01-01 00:02:51+00:00,Standard rate,1,24.8,Credit Card,66.5,0.5,0.01,5.54,0.3,73.35
1,2017-01-01 00:02:51+00:00,Standard rate,2,6.3,Cash,19.5,0.5,0.0,0.0,0.3,20.8
2,2017-01-01 00:02:51+00:00,Standard rate,1,1.82,Credit Card,11.5,0.5,3.2,0.0,0.3,16.0
2,2017-01-01 00:02:51+00:00,Standard rate,1,1.52,Cash,7.5,0.5,0.0,0.0,0.3,8.8
1,2017-01-01 00:02:50+00:00,Standard rate,2,1.6,Cash,8.5,0.5,0.0,0.0,0.3,9.8
1,2017-01-01 00:02:50+00:00,Standard rate,2,1.5,Cash,8.5,0.5,0.0,0.0,0.3,9.8
2,2017-01-01 00:02:48+00:00,Standard rate,4,2.23,Credit Card,8.0,0.5,1.86,0.0,0.3,11.16
2,2017-01-01 00:02:48+00:00,Standard rate,5,5.32,Credit Card,21.5,0.5,0.0,0.0,0.3,22.8
1,2017-01-01 00:02:48+00:00,Standard rate,1,15.1,Credit Card,41.5,0.5,11.3,2.54,0.3,56.64
2,2017-01-01 00:02:48+00:00,Standard rate,1,6.61,Credit Card,21.5,0.5,4.56,0.0,0.3,27.36
2,2017-01-01 00:02:47+00:00,Standard rate,1,3.07,Cash,15.5,0.5,0.0,0.0,0.3,16.8
1,2017-01-01 00:02:47+00:00,Standard rate,1,0.7,Credit Card,4.5,0.5,1.0,0.0,0.3,6.8
2,2017-01-01 00:02:47+00:00,Standard rate,1,12.74,Cash,36.5,0.5,0.0,0.0,0.3,37.8
1,2017-01-01 00:02:46+00:00,Standard rate,5,12.5,Credit Card,43.0,0.5,0.0,0.0,0.3,44.3
2,2017-01-01 00:02:46+00:00,Standard rate,1,4.2,Cash,13.5,0.5,0.0,0.0,0.3,14.8
1,2017-01-01 00:02:45+00:00,Standard rate,2,2.2,Cash,12.0,0.5,0.0,0.0,0.3,13.3
2,2017-01-01 00:02:45+00:00,Standard rate,1,2.37,Cash,9.5,0.5,0.0,0.0,0.3,10.8
2,2017-01-01 00:02:45+00:00,Standard rate,1,0.77,Credit Card,6.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-01 00:02:44+00:00,Standard rate,1,2.4,Cash,11.5,0.5,0.0,0.0,0.3,12.8
2,2017-01-01 00:02:44+00:00,Standard rate,1,1.08,Cash,5.0,0.5,0.0,0.0,0.3,6.3
1,2017-01-01 00:02:43+00:00,Standard rate,1,3.0,Cash,13.0,0.5,0.0,0.0,0.3,14.3
1,2017-01-01 00:02:43+00:00,Standard rate,1,0.4,Cash,4.0,0.5,0.0,0.0,0.3,5.3
1,2017-01-01 00:02:42+00:00,Standard rate,4,1.6,Cash,8.0,0.5,0.0,0.0,0.3,9.3
1,2017-01-01 00:02:41+00:00,Standard rate,1,7.6,Cash,25.0,0.5,0.0,0.0,0.3,26.3
1,2017-01-01 00:02:39+00:00,Standard rate,1,1.4,Credit Card,7.5,0.5,1.75,0.0,0.3,10.55
2,2017-01-01 00:02:37+00:00,Standard rate,5,0.97,Cash,6.0,0.5,0.0,0.0,0.3,7.3
1,2017-01-01 00:02:37+00:00,Standard rate,1,0.4,Credit Card,4.0,0.5,0.2,0.0,0.3,5.5
2,2017-01-01 00:02:37+00:00,Standard rate,2,1.2,Cash,7.0,0.5,0.0,0.0,0.3,8.3
1,2017-01-01 00:02:36+00:00,Standard rate,1,11.5,Cash,32.0,0.5,0.0,0.0,0.3,33.3
2,2017-01-01 00:02:36+00:00,Standard rate,1,4.87,Credit Card,17.5,0.5,3.76,0.0,0.3,22.56
2,2017-01-01 00:02:36+00:00,Standard rate,1,9.14,Credit Card,28.5,0.5,5.96,0.0,0.3,35.76
1,2017-01-01 00:02:35+00:00,Standard rate,1,10.1,Cash,32.0,0.5,0.0,0.0,0.3,33.3
2,2017-01-01 00:02:35+00:00,Standard rate,1,0.84,Credit Card,5.0,0.5,1.89,0.0,0.3,8.19
2,2017-01-01 00:02:34+00:00,Standard rate,2,1.55,Cash,8.5,0.5,0.0,0.0,0.3,9.8
1,2017-01-01 00:02:34+00:00,Standard rate,1,4.5,Cash,15.0,0.5,0.0,0.0,0.3,16.3
2,2017-01-01 00:02:33+00:00,Standard rate,3,3.0,Cash,12.0,0.5,0.0,0.0,0.3,13.3
1,2017-01-01 00:02:33+00:00,Standard rate,2,12.2,Credit Card,37.0,0.5,9.55,0.0,0.3,47.85
2,2017-01-01 00:02:33+00:00,Standard rate,6,1.69,Cash,9.0,0.5,0.0,0.0,0.3,10.3
1,2017-01-01 00:02:32+00:00,Standard rate,1,0.9,Cash,5.0,0.5,0.0,0.0,0.3,6.3
2,2017-01-01 00:02:31+00:00,Standard rate,1,0.64,Cash,5.5,0.5,0.0,0.0,0.3,6.8
2,2017-01-01 00:02:31+00:00,Standard rate,1,0.2,Credit Card,4.5,0.5,1.74,0.0,0.3,7.54
2,2017-01-01 00:02:31+00:00,Standard rate,5,1.05,Credit Card,7.0,0.5,1.0,0.0,0.3,9.3
2,2017-01-01 00:02:31+00:00,Standard rate,1,2.02,Cash,9.5,0.5,0.0,0.0,0.3,10.8
2,2017-01-01 00:02:31+00:00,Standard rate,1,1.42,Cash,7.0,0.5,0.0,0.0,0.3,8.3
2,2017-01-01 00:02:30+00:00,Standard rate,5,0.52,Credit Card,5.0,0.5,1.26,0.0,0.3,7.56
1,2017-01-01 00:02:30+00:00,Standard rate,1,1.0,Cash,7.0,0.5,0.0,0.0,0.3,8.3
1,2017-01-01 00:02:30+00:00,Standard rate,1,1.6,Credit Card,8.5,0.5,0.2,0.0,0.3,10.0
1,2017-01-01 00:02:29+00:00,Standard rate,1,1.6,Credit Card,7.0,0.5,1.65,0.0,0.3,9.95
2,2017-01-01 00:02:29+00:00,Standard rate,1,2.48,Credit Card,14.5,0.5,3.16,0.0,0.3,18.96
1,2017-01-01 00:02:29+00:00,Standard rate,1,1.3,Cash,8.0,0.5,0.0,0.0,0.3,9.3
1,2017-01-01 00:02:29+00:00,Standard rate,1,1.1,Credit Card,10.5,0.5,2.35,0.0,0.3,14.15
1,2017-01-01 00:02:27+00:00,Standard rate,1,11.6,Credit Card,32.5,0.5,6.75,0.0,0.3,40.55
1,2017-01-01 00:02:27+00:00,Standard rate,1,1.1,Cash,6.0,0.0,0.0,0.0,0.3,6.8
1,2017-01-01 00:02:27+00:00,Standard rate,1,2.0,Credit Card,9.0,0.5,0.0,0.0,0.3,10.3
1,2017-01-01 00:02:27+00:00,Standard rate,1,2.1,Credit Card,8.5,0.5,1.0,0.0,0.3,10.8
1,2017-01-01 00:02:27+00:00,Standard rate,1,0.6,Cash,11.5,0.5,0.0,0.0,0.3,12.8
1,2017-01-01 00:02:26+00:00,Standard rate,1,11.4,Cash,33.5,0.5,0.0,0.0,0.3,34.8
2,2017-01-01 00:02:26+00:00,Standard rate,1,0.64,Credit Card,5.0,0.5,1.58,0.0,0.3,7.88
1,2017-01-01 00:02:25+00:00,Standard rate,1,2.5,Credit Card,10.5,0.5,1.5,0.0,0.3,13.3
2,2017-01-01 00:02:25+00:00,Standard rate,1,4.6,Credit Card,14.0,0.5,3.06,0.0,0.3,18.36
1,2017-01-01 00:02:24+00:00,Standard rate,1,2.1,Cash,9.5,0.5,0.0,0.0,0.3,10.8
2,2017-01-01 00:02:24+00:00,Standard rate,1,0.9,Credit Card,6.0,0.5,0.0,0.0,0.3,7.3
2,2017-01-01 00:02:24+00:00,Standard rate,5,4.91,Cash,16.0,0.5,0.0,0.0,0.3,17.3
2,2017-01-01 00:02:23+00:00,Standard rate,1,1.43,Cash,8.0,0.5,0.0,0.0,0.3,9.3
2,2017-01-01 00:02:22+00:00,Standard rate,1,0.67,Credit Card,6.0,0.5,1.46,0.0,0.3,8.76
2,2017-01-01 00:02:22+00:00,Standard rate,2,19.8,Credit Card,53.5,0.5,10.96,0.0,0.3,65.76
2,2017-01-01 00:02:22+00:00,Standard rate,1,5.75,Cash,17.5,0.5,0.0,0.0,0.3,18.8
2,2017-01-01 00:02:21+00:00,Standard rate,1,0.25,Cash,4.0,0.5,0.0,0.0,0.3,5.3
1,2017-01-01 00:02:21+00:00,Standard rate,1,4.2,Credit Card,15.0,0.5,3.25,0.0,0.3,19.55
2,2017-01-01 00:02:20+00:00,Standard rate,3,4.67,Credit Card,15.5,0.5,4.2,0.0,0.3,21.0
2,2017-01-01 00:02:19+00:00,Standard rate,1,2.66,Cash,12.0,0.5,0.0,0.0,0.3,13.3
2,2017-01-01 00:02:19+00:00,Standard rate,1,0.11,Cash,4.5,0.5,0.0,0.0,0.3,5.8
2,2017-01-01 00:02:17+00:00,Standard rate,5,13.09,Credit Card,40.0,0.5,7.0,5.54,0.3,53.84
1,2017-01-01 00:02:16+00:00,Standard rate,1,2.8,Credit Card,12.5,0.5,2.0,0.0,0.3,15.8
2,2017-01-01 00:02:15+00:00,Standard rate,1,1.0,Cash,5.5,0.5,0.0,0.0,0.3,6.8
2,2017-01-01 00:02:15+00:00,Standard rate,1,0.93,Cash,6.0,0.5,0.0,0.0,0.3,7.3
2,2017-01-01 00:02:15+00:00,Standard rate,1,1.13,Cash,7.0,0.5,0.0,0.0,0.3,8.3
1,2017-01-01 00:02:14+00:00,Standard rate,1,7.5,Cash,22.0,0.5,0.0,0.0,0.3,23.3
2,2017-01-01 00:02:13+00:00,Standard rate,5,7.2,Credit Card,24.0,0.5,5.06,0.0,0.3,30.36
1,2017-01-01 00:02:12+00:00,Standard rate,1,4.3,Cash,15.5,0.5,0.0,0.0,0.3,16.8
1,2017-01-01 00:02:12+00:00,Standard rate,2,1.0,Cash,6.5,0.5,0.0,0.0,0.3,7.8
1,2017-01-01 00:02:12+00:00,Standard rate,2,6.5,Credit Card,21.5,0.5,5.7,0.0,0.3,28.5
1,2017-01-01 00:02:10+00:00,Standard rate,1,1.6,Cash,11.0,0.5,0.0,0.0,0.3,12.3
2,2017-01-01 00:02:10+00:00,Standard rate,1,5.87,Cash,17.0,0.5,0.0,0.0,0.3,18.3
2,2017-01-01 00:02:08+00:00,Standard rate,1,1.59,Cash,7.0,0.5,0.0,0.0,0.3,8.3
1,2017-01-01 00:02:08+00:00,Standard rate,1,1.0,Credit Card,5.5,0.5,2.0,0.0,0.3,8.8
2,2017-01-01 00:02:08+00:00,Standard rate,1,0.4,Cash,4.0,0.5,0.0,0.0,0.3,5.3
2,2017-01-01 00:02:07+00:00,Standard rate,1,10.78,Cash,32.5,0.5,0.0,0.0,0.3,33.8
2,2017-01-01 00:02:07+00:00,Standard rate,1,1.48,Credit Card,8.5,0.5,1.96,0.0,0.3,11.76
2,2017-01-01 00:02:07+00:00,Standard rate,1,2.54,Credit Card,12.5,0.5,2.76,0.0,0.3,16.56
1,2017-01-01 00:02:07+00:00,Standard rate,2,4.1,Credit Card,15.0,0.5,1.5,0.0,0.3,17.8
2,2017-01-01 00:02:07+00:00,Standard rate,1,2.82,Cash,11.5,0.5,0.0,0.0,0.3,12.8
1,2017-01-01 00:02:06+00:00,Standard rate,1,5.6,Credit Card,20.5,0.5,5.45,0.0,0.3,27.25
